order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit,category,subcategory,product_name,order_date,ship_date,ship_mode,customer_name,segment,country,city,state_id,region
CA-2018-140410,CM-12655,90008,TEC-PH-10003580,1212.84800,7,0.20,106.124,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-PH-10003580,1212.84800,7,0.20,106.124,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-PH-10003580,1212.84800,7,0.20,106.124,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-PH-10003580,1212.84800,7,0.20,106.124,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-162369,TT-21265,90045,OFF-ST-10000046,323.10000,2,0.00,61.389,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files","2018-08-15 00:00:00","2018-08-19 00:00:00","Standard Class","Tim Taslimi",Corporate,"United States","Los Angeles",California,West
CA-2018-162369,TT-21265,90045,OFF-ST-10000046,323.10000,2,0.00,61.389,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files","2018-08-15 00:00:00","2018-08-19 00:00:00","Standard Class","Tim Taslimi",Corporate,"United States","Los Angeles",California,West
CA-2018-162369,TT-21265,90045,OFF-ST-10000046,323.10000,2,0.00,61.389,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files","2018-08-15 00:00:00","2018-08-19 00:00:00","Standard Class","Tim Taslimi",Corporate,"United States","Los Angeles",California,West
CA-2018-162369,TT-21265,90045,OFF-ST-10000046,323.10000,2,0.00,61.389,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files","2018-08-15 00:00:00","2018-08-19 00:00:00","Standard Class","Tim Taslimi",Corporate,"United States","Los Angeles",California,West
CA-2018-162369,TT-21265,90045,OFF-ST-10000046,323.10000,2,0.00,61.389,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files","2018-08-15 00:00:00","2018-08-19 00:00:00","Standard Class","Tim Taslimi",Corporate,"United States","Los Angeles",California,West
CA-2018-162369,TT-21265,90045,OFF-ST-10000046,323.10000,2,0.00,61.389,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files","2018-08-15 00:00:00","2018-08-19 00:00:00","Standard Class","Tim Taslimi",Corporate,"United States","Los Angeles",California,West
CA-2018-157959,RW-19540,90008,FUR-FU-10004093,136.92000,4,0.00,41.076,Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame","2018-02-03 00:00:00","2018-02-04 00:00:00","First Class","Rick Wilson",Corporate,"United States","Los Angeles",California,West
CA-2018-157959,RW-19540,90008,FUR-FU-10004093,136.92000,4,0.00,41.076,Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame","2018-02-03 00:00:00","2018-02-04 00:00:00","First Class","Rick Wilson",Corporate,"United States","Los Angeles",California,West
CA-2018-157959,RW-19540,90008,FUR-FU-10004093,136.92000,4,0.00,41.076,Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame","2018-02-03 00:00:00","2018-02-04 00:00:00","First Class","Rick Wilson",Corporate,"United States","Los Angeles",California,West
CA-2018-157959,RW-19540,90008,FUR-FU-10004093,136.92000,4,0.00,41.076,Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame","2018-02-03 00:00:00","2018-02-04 00:00:00","First Class","Rick Wilson",Corporate,"United States","Los Angeles",California,West
CA-2018-157959,RW-19540,90008,FUR-FU-10004093,136.92000,4,0.00,41.076,Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame","2018-02-03 00:00:00","2018-02-04 00:00:00","First Class","Rick Wilson",Corporate,"United States","Los Angeles",California,West
CA-2018-157959,RW-19540,90008,FUR-FU-10004093,136.92000,4,0.00,41.076,Furniture,Furnishings,"Hand-Finished Solid Wood Document Frame","2018-02-03 00:00:00","2018-02-04 00:00:00","First Class","Rick Wilson",Corporate,"United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-AC-10001109,89.97000,3,0.00,37.787,Technology,Accessories,"Logitech Trackman Marble Mouse","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-AC-10001109,89.97000,3,0.00,37.787,Technology,Accessories,"Logitech Trackman Marble Mouse","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-AC-10001109,89.97000,3,0.00,37.787,Technology,Accessories,"Logitech Trackman Marble Mouse","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-AC-10001109,89.97000,3,0.00,37.787,Technology,Accessories,"Logitech Trackman Marble Mouse","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-AC-10001109,89.97000,3,0.00,37.787,Technology,Accessories,"Logitech Trackman Marble Mouse","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,TEC-AC-10001109,89.97000,3,0.00,37.787,Technology,Accessories,"Logitech Trackman Marble Mouse","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
US-2018-139759,NL-18310,90045,OFF-AP-10002765,105.96000,4,0.00,29.669,"Office Supplies",Appliances,"Fellowes Advanced Computer Series Surge Protectors","2018-08-25 00:00:00","2018-08-30 00:00:00","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles",California,West
US-2018-139759,NL-18310,90045,OFF-AP-10002765,105.96000,4,0.00,29.669,"Office Supplies",Appliances,"Fellowes Advanced Computer Series Surge Protectors","2018-08-25 00:00:00","2018-08-30 00:00:00","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles",California,West
US-2018-139759,NL-18310,90045,OFF-AP-10002765,105.96000,4,0.00,29.669,"Office Supplies",Appliances,"Fellowes Advanced Computer Series Surge Protectors","2018-08-25 00:00:00","2018-08-30 00:00:00","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles",California,West
US-2018-139759,NL-18310,90045,OFF-AP-10002765,105.96000,4,0.00,29.669,"Office Supplies",Appliances,"Fellowes Advanced Computer Series Surge Protectors","2018-08-25 00:00:00","2018-08-30 00:00:00","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles",California,West
US-2018-139759,NL-18310,90045,OFF-AP-10002765,105.96000,4,0.00,29.669,"Office Supplies",Appliances,"Fellowes Advanced Computer Series Surge Protectors","2018-08-25 00:00:00","2018-08-30 00:00:00","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles",California,West
US-2018-139759,NL-18310,90045,OFF-AP-10002765,105.96000,4,0.00,29.669,"Office Supplies",Appliances,"Fellowes Advanced Computer Series Surge Protectors","2018-08-25 00:00:00","2018-08-30 00:00:00","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles",California,West
US-2019-125969,LS-16975,90004,FUR-FU-10003773,238.56000,3,0.00,26.242,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","2019-11-06 00:00:00","2019-11-10 00:00:00","Second Class","Lindsay Shagiari","Home Office","United States","Los Angeles",California,West
US-2019-125969,LS-16975,90004,FUR-FU-10003773,238.56000,3,0.00,26.242,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","2019-11-06 00:00:00","2019-11-10 00:00:00","Second Class","Lindsay Shagiari","Home Office","United States","Los Angeles",California,West
US-2019-125969,LS-16975,90004,FUR-FU-10003773,238.56000,3,0.00,26.242,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","2019-11-06 00:00:00","2019-11-10 00:00:00","Second Class","Lindsay Shagiari","Home Office","United States","Los Angeles",California,West
US-2019-125969,LS-16975,90004,FUR-FU-10003773,238.56000,3,0.00,26.242,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","2019-11-06 00:00:00","2019-11-10 00:00:00","Second Class","Lindsay Shagiari","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,FUR-FU-10003347,42.60000,3,0.00,16.614,Furniture,Furnishings,"Coloredge Poster Frame","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,FUR-FU-10003347,42.60000,3,0.00,16.614,Furniture,Furnishings,"Coloredge Poster Frame","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,FUR-FU-10003347,42.60000,3,0.00,16.614,Furniture,Furnishings,"Coloredge Poster Frame","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,FUR-FU-10003347,42.60000,3,0.00,16.614,Furniture,Furnishings,"Coloredge Poster Frame","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,FUR-FU-10003347,42.60000,3,0.00,16.614,Furniture,Furnishings,"Coloredge Poster Frame","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-140410,CM-12655,90008,FUR-FU-10003347,42.60000,3,0.00,16.614,Furniture,Furnishings,"Coloredge Poster Frame","2018-11-03 00:00:00","2018-11-07 00:00:00","Standard Class","Corinna Mitchell","Home Office","United States","Los Angeles",California,West
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,32.40000,5,0.00,15.552,"Office Supplies",Paper,"Xerox 216","2018-09-17 00:00:00","2018-09-19 00:00:00","Second Class","Meg O'Connel","Home Office","United States","Los Angeles",California,West
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,32.40000,5,0.00,15.552,"Office Supplies",Paper,"Xerox 216","2018-09-17 00:00:00","2018-09-19 00:00:00","Second Class","Meg O'Connel","Home Office","United States","Los Angeles",California,West
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,32.40000,5,0.00,15.552,"Office Supplies",Paper,"Xerox 216","2018-09-17 00:00:00","2018-09-19 00:00:00","Second Class","Meg O'Connel","Home Office","United States","Los Angeles",California,West
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,32.40000,5,0.00,15.552,"Office Supplies",Paper,"Xerox 216","2018-09-17 00:00:00","2018-09-19 00:00:00","Second Class","Meg O'Connel","Home Office","United States","Los Angeles",California,West
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,32.40000,5,0.00,15.552,"Office Supplies",Paper,"Xerox 216","2018-09-17 00:00:00","2018-09-19 00:00:00","Second Class","Meg O'Connel","Home Office","United States","Los Angeles",California,West
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,32.40000,5,0.00,15.552,"Office Supplies",Paper,"Xerox 216","2018-09-17 00:00:00","2018-09-19 00:00:00","Second Class","Meg O'Connel","Home Office","United States","Los Angeles",California,West
CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72000,1,0.20,11.920,Furniture,Chairs,"Safco Contoured Stacking Chairs","2018-11-07 00:00:00","2018-11-09 00:00:00","Second Class","Karen Bern",Corporate,"United States","Los Angeles",California,West
CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72000,1,0.20,11.920,Furniture,Chairs,"Safco Contoured Stacking Chairs","2018-11-07 00:00:00","2018-11-09 00:00:00","Second Class","Karen Bern",Corporate,"United States","Los Angeles",California,West
CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72000,1,0.20,11.920,Furniture,Chairs,"Safco Contoured Stacking Chairs","2018-11-07 00:00:00","2018-11-09 00:00:00","Second Class","Karen Bern",Corporate,"United States","Los Angeles",California,West
CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72000,1,0.20,11.920,Furniture,Chairs,"Safco Contoured Stacking Chairs","2018-11-07 00:00:00","2018-11-09 00:00:00","Second Class","Karen Bern",Corporate,"United States","Los Angeles",California,West
CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72000,1,0.20,11.920,Furniture,Chairs,"Safco Contoured Stacking Chairs","2018-11-07 00:00:00","2018-11-09 00:00:00","Second Class","Karen Bern",Corporate,"United States","Los Angeles",California,West
CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72000,1,0.20,11.920,Furniture,Chairs,"Safco Contoured Stacking Chairs","2018-11-07 00:00:00","2018-11-09 00:00:00","Second Class","Karen Bern",Corporate,"United States","Los Angeles",California,West
CA-2018-145821,JB-15400,90008,TEC-PH-10004348,88.75200,3,0.20,11.094,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c","2018-05-01 00:00:00","2018-05-07 00:00:00","Standard Class","Jennifer Braxton",Corporate,"United States","Los Angeles",California,West
CA-2018-145821,JB-15400,90008,TEC-PH-10004348,88.75200,3,0.20,11.094,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c","2018-05-01 00:00:00","2018-05-07 00:00:00","Standard Class","Jennifer Braxton",Corporate,"United States","Los Angeles",California,West
CA-2018-145821,JB-15400,90008,TEC-PH-10004348,88.75200,3,0.20,11.094,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c","2018-05-01 00:00:00","2018-05-07 00:00:00","Standard Class","Jennifer Braxton",Corporate,"United States","Los Angeles",California,West
CA-2018-145821,JB-15400,90008,TEC-PH-10004348,88.75200,3,0.20,11.094,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c","2018-05-01 00:00:00","2018-05-07 00:00:00","Standard Class","Jennifer Braxton",Corporate,"United States","Los Angeles",California,West
CA-2018-145821,JB-15400,90008,TEC-PH-10004348,88.75200,3,0.20,11.094,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c","2018-05-01 00:00:00","2018-05-07 00:00:00","Standard Class","Jennifer Braxton",Corporate,"United States","Los Angeles",California,West
CA-2018-145821,JB-15400,90008,TEC-PH-10004348,88.75200,3,0.20,11.094,Technology,Phones,"OtterBox Defender Series Case - iPhone 5c","2018-05-01 00:00:00","2018-05-07 00:00:00","Standard Class","Jennifer Braxton",Corporate,"United States","Los Angeles",California,West
CA-2018-153220,YC-21895,90032,OFF-PA-10003016,15.70000,5,0.00,7.065,"Office Supplies",Paper,"Adams "While You Were Out" Message Pads","2018-11-12 00:00:00","2018-11-14 00:00:00","First Class","Yoseph Carroll",Corporate,"United States","Los Angeles",California,West
CA-2018-153220,YC-21895,90032,OFF-PA-10003016,15.70000,5,0.00,7.065,"Office Supplies",Paper,"Adams "While You Were Out" Message Pads","2018-11-12 00:00:00","2018-11-14 00:00:00","First Class","Yoseph Carroll",Corporate,"United States","Los Angeles",California,West
CA-2018-153220,YC-21895,90032,OFF-PA-10003016,15.70000,5,0.00,7.065,"Office Supplies",Paper,"Adams "While You Were Out" Message Pads","2018-11-12 00:00:00","2018-11-14 00:00:00","First Class","Yoseph Carroll",Corporate,"United States","Los Angeles",California,West
CA-2018-153220,YC-21895,90032,OFF-PA-10003016,15.70000,5,0.00,7.065,"Office Supplies",Paper,"Adams "While You Were Out" Message Pads","2018-11-12 00:00:00","2018-11-14 00:00:00","First Class","Yoseph Carroll",Corporate,"United States","Los Angeles",California,West
CA-2018-153220,YC-21895,90032,OFF-PA-10003016,15.70000,5,0.00,7.065,"Office Supplies",Paper,"Adams "While You Were Out" Message Pads","2018-11-12 00:00:00","2018-11-14 00:00:00","First Class","Yoseph Carroll",Corporate,"United States","Los Angeles",California,West
CA-2018-153220,YC-21895,90032,OFF-PA-10003016,15.70000,5,0.00,7.065,"Office Supplies",Paper,"Adams "While You Were Out" Message Pads","2018-11-12 00:00:00","2018-11-14 00:00:00","First Class","Yoseph Carroll",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2019-138688,DV-13045,90036,OFF-LA-10000240,14.62000,2,0.00,6.871,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","2019-06-12 00:00:00","2019-06-16 00:00:00","Second Class","Darrin Van Huff",Corporate,"United States","Los Angeles",California,West
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,19.46000,7,0.00,5.060,"Office Supplies",Art,"Newell 333","2018-11-20 00:00:00","2018-11-26 00:00:00","Standard Class","Skye Norling","Home Office","United States","Los Angeles",California,West
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,19.46000,7,0.00,5.060,"Office Supplies",Art,"Newell 333","2018-11-20 00:00:00","2018-11-26 00:00:00","Standard Class","Skye Norling","Home Office","United States","Los Angeles",California,West
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,19.46000,7,0.00,5.060,"Office Supplies",Art,"Newell 333","2018-11-20 00:00:00","2018-11-26 00:00:00","Standard Class","Skye Norling","Home Office","United States","Los Angeles",California,West
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,19.46000,7,0.00,5.060,"Office Supplies",Art,"Newell 333","2018-11-20 00:00:00","2018-11-26 00:00:00","Standard Class","Skye Norling","Home Office","United States","Los Angeles",California,West
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,19.46000,7,0.00,5.060,"Office Supplies",Art,"Newell 333","2018-11-20 00:00:00","2018-11-26 00:00:00","Standard Class","Skye Norling","Home Office","United States","Los Angeles",California,West
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,19.46000,7,0.00,5.060,"Office Supplies",Art,"Newell 333","2018-11-20 00:00:00","2018-11-26 00:00:00","Standard Class","Skye Norling","Home Office","United States","Los Angeles",California,West
CA-2018-149972,CD-12790,90036,TEC-AC-10002734,24.30000,2,0.20,4.656,Technology,Accessories,"Acer Aspire One","2018-09-21 00:00:00","2018-09-23 00:00:00","First Class","Cynthia Delaney","Home Office","United States","Los Angeles",California,West
